ID,temperature_2m_°C,relative_humidity_2m_%,dew_point_2m_°C,apparent_temperature_°C,precipitation_mm,pressure_msl_hPa,surface_pressure_hPa,cloud_cover_%,cloud_cover_low_%,cloud_cover_mid_%,cloud_cover_high_%,vapour_pressure_deficit_kPa,wind_speed_10m_km/h,wind_speed_100m_km/h,wind_direction_10m_°,wind_direction_100m_°,wind_gusts_10m_km/h,soil_temperature_0_to_7cm_°C,soil_temperature_7_to_28cm_°C,soil_temperature_28_to_100cm_°C,soil_temperature_100_to_255cm_°C,soil_moisture_0_to_7cm_m/m,soil_moisture_7_to_28cm_m/m,soil_moisture_28_to_100cm_m/m,soil_moisture_100_to_255cm_m/m,shortwave_radiation_W/m,direct_radiation_W/m,diffuse_radiation_W/m,direct_normal_irradiance_W/m,global_tilted_irradiance_W/m,terrestrial_radiation_W/m,is_day_,sunshine_duration_s,electricity_shutdown,hour,day,month,year,day_of_week
15673,22.6,94.0,21.6,26.6,0.0,1012.8,988.6,11.0,24.333333333333332,1.0,28,0.16,4.9,9.7,306.0,285.0,7.9,25.2,28.8,26.8,25.3,0.071,0.072,0.119,0.219,0,0,0,0.0,0,0.0,0,0.0,0.0,0,16,10,2023,0
15674,22.5,93.5,21.6,26.4,0.0,1012.4,988.2,41.5,48.666666666666664,1.0,7,0.175,5.4,9.5,323.0,289.0,8.6,24.7,28.6,26.8,25.3,0.071,0.072,0.119,0.219,0,0,0,0.0,0,0.0,0,0.0,0.0,1,16,10,2023,0
15675,22.6,93.0,21.4,26.4,0.0,1012.0,987.8,72.0,73.0,0.0,22,0.19,5.6,10.2,320.0,293.0,9.7,24.4,28.5,26.8,25.3,0.071,0.072,0.119,0.219,0,0,0,0.0,0,0.0,0,0.0,0.0,2,16,10,2023,0
15676,22.8,91.0,21.3,26.3,0.0,1012.1,987.9,52.0,58.0,0.0,0,0.25,7.6,12.8,329.0,310.0,13.0,24.2,28.3,26.8,25.3,0.071,0.072,0.119,0.219,0,0,0,0.0,0,0.0,0,0.0,0.0,3,16,10,2023,0
15677,22.7,90.0,21.0,26.0,0.0,1012.4,988.2,21.0,20.0,4.0,2,0.27,7.2,13.5,333.0,312.0,13.7,24.1,28.1,26.8,25.3,0.071,0.072,0.119,0.219,0,0,0,0.0,0,0.0,0,0.0,0.0,4,16,10,2023,0
15678,23.566666666666666,91.0,20.8,25.9,0.0,1012.7,988.5,20.0,23.5,1.0,0,0.25,6.4,10.3,330.0,299.0,12.2,23.8,28.0,26.8,25.3,0.071,0.072,0.119,0.219,0,0,0,0.0,0,0.0,0,0.0,0.0,5,16,10,2023,0
15679,24.433333333333334,85.0,20.7,26.8,0.0,1013.5,989.3,22.0,27.0,4.0,4,0.43,5.6,8.6,333.0,303.0,9.7,23.9,27.8,26.8,25.3,0.071,0.072,0.119,0.219,27,11,16,89.7,27,108.9,1,348.61,0.0,6,16,10,2023,0
15680,25.3,79.0,21.4,29.4,0.0,1014.3,990.3,24.0,25.0,2.0,0,0.7450000000000001,4.0,4.8,265.0,255.0,13.3,25.0,27.7,26.8,25.3,0.07,0.072,0.119,0.219,194,104,90,350.4,194,408.4,1,1974.3049999999998,0.0,7,16,10,2023,0
15681,27.3,71.0,21.5,31.6,0.0,1014.3,990.4,39.0,17.0,1.0,0,1.06,5.066666666666666,1.6,211.0,207.0,15.450000000000001,27.3,27.6,26.8,25.3,0.07,0.072,0.119,0.219,437,319,118,602.0,437,729.2,1,3600.0,0.0,8,16,10,2023,0
15682,29.133333333333333,63.0,21.4,33.9,0.0,1013.9,990.2,3.0,9.0,2.0,0,1.47,6.133333333333333,5.0,189.0,180.0,17.6,30.1,27.6,26.8,25.3,0.07,0.072,0.118,0.219,684,563,121,773.1,684,1002.2,1,3600.0,0.0,9,16,10,2023,0
15683,30.966666666666665,57.0,21.1,35.7,0.0,1012.9,989.3,6.0,1.0,4.333333333333334,12,1.92,7.2,9.1,174.0,171.0,24.8,32.4,27.8,26.8,25.3,0.069,0.071,0.118,0.219,810,668,142,760.6,810,1208.8,1,3600.0,0.0,10,16,10,2023,0
15684,32.8,45.0,19.2,37.2,0.0,1011.8,988.4,27.0,3.0,6.666666666666667,73,2.75,8.4,10.2,190.0,188.0,25.9,34.6,27.9,26.8,25.3,0.068,0.071,0.118,0.219,899,742,157,765.1,899,1334.8,1,3600.0,0.0,11,16,10,2023,0
15685,33.5,40.0,18.6,38.2,0.0,1010.4,987.1,33.5,10.0,9.0,74,3.22,10.4,12.6,194.0,193.0,28.1,36.4,28.2,26.8,25.3,0.067,0.071,0.118,0.219,972,827,145,829.7,972,1371.8,1,3600.0,0.0,12,16,10,2023,0
15686,34.2,40.0,18.5,37.4,0.0,1009.3,986.1,40.0,18.0,11.0,58,3.26,12.3,14.6,195.0,196.0,30.05,37.5,28.5,26.8,25.3,0.066,0.071,0.117,0.219,880,708,172,739.8,880,1317.2,1,3600.0,0.0,13,16,10,2023,0
15687,33.0,46.0,19.9,35.6,0.1,1008.8,985.5,27.0,4.0,18.0,13,2.71,15.3,17.2,198.0,196.0,32.0,37.6,28.8,26.8,25.3,0.066,0.07,0.117,0.219,697,505,192,591.7,697,1174.7,1,3600.0,0.0,14,16,10,2023,0
15688,30.5,61.0,22.2,32.8,0.1,1009.1,985.6,24.0,8.0,25.0,7,1.69,18.3,23.6,200.0,199.0,37.1,35.4,29.0,26.8,25.3,0.074,0.07,0.117,0.219,534,350,184,504.9,534,954.1,1,3600.0,0.0,15,16,10,2023,0
15689,28.9,65.0,21.7,32.1,0.1,1009.5,985.9,30.5,17.0,27.0,32,1.53,14.700000000000001,14.4,184.0,183.0,30.25,33.7,29.2,26.8,25.4,0.074,0.07,0.117,0.219,304,197,107,404.5,304,670.4,1,3600.0,0.0,16,16,10,2023,0
15690,28.3,64.0,20.9,31.2,0.0,1010.0,986.3,37.0,26.0,18.0,8,1.37,11.100000000000001,13.4,186.0,185.0,23.4,32.3,29.3,26.8,25.4,0.074,0.07,0.117,0.219,150,81,69,325.2,150,372.75,1,3600.0,0.0,17,16,10,2023,0
15691,27.0,72.0,21.2,30.0,0.0,1011.1,987.2,29.0,30.0,2.0,2,0.97,7.5,11.5,224.5,222.5,18.7,30.6,29.3,26.8,25.4,0.074,0.07,0.117,0.219,13,5,8,51.0,13,75.1,0,0.0,0.0,18,16,10,2023,0
15692,25.7,76.0,21.3,29.0,0.0,1012.1,988.1,15.0,4.0,12.0,14,0.77,8.4,10.6,263.0,260.0,14.0,30.5,29.5,26.9,25.4,0.068,0.07,0.117,0.219,0,0,0,0.0,0,0.0,0,0.0,0.0,19,16,10,2023,0
15693,25.075,80.0,21.8,29.7,0.0,1012.9,988.9,30.0,8.0,1.0,17,0.66,7.45,6.8,294.0,302.0,16.6,29.0,29.4,26.9,25.4,0.068,0.07,0.117,0.219,0,0,0,0.0,0,0.0,0,0.0,0.0,20,16,10,2023,0
15694,24.45,84.5,22.2,28.8,0.0,1013.8,989.7,24.5,12.0,10.0,70,0.44,6.5,12.8,276.0,288.5,11.2,27.8,29.4,26.9,25.4,0.068,0.07,0.117,0.219,0,0,0,0.0,0,0.0,0,0.0,0.0,21,16,10,2023,0
15695,23.825,89.0,22.2,28.1,0.0,1013.9,989.8,19.0,8.0,9.0,43,0.33,6.8,13.0,288.0,275.0,12.2,26.9,29.3,26.9,25.4,0.068,0.07,0.117,0.219,0,0,0,0.0,0,0.0,0,0.0,0.0,22,16,10,2023,0
15696,23.2,93.0,22.0,27.5,0.0,1013.4,989.2,30.0,4.0,2.0,95,0.19,4.3,9.8,312.0,287.0,11.5,26.1,29.1,26.9,25.4,0.068,0.07,0.117,0.219,0,0,0,0.0,0,0.0,0,0.0,0.0,23,16,10,2023,0
15697,22.6,95.0,21.5,26.3,0.0,1012.8,988.6,29.0,0.0,4.0,88,0.14,5.4,8.2,314.5,293.0,6.8,25.3,29.0,26.9,25.4,0.068,0.07,0.117,0.219,0,0,0,0.0,0,0.0,0,0.0,0.0,0,17,10,2023,1
15698,22.0,96.0,21.2,25.6,0.0,1012.5,988.2,13.0,0.0,3.0,36,0.12,5.6,8.7,317.0,294.0,7.35,24.6,28.8,26.9,25.4,0.068,0.07,0.117,0.219,0,0,0,0.0,0,0.0,0,0.0,0.0,1,17,10,2023,1
15699,22.05,96.0,21.4,25.9,0.0,1012.1,987.9,20.0,6.0,8.0,34,0.1,5.8,6.7,330.0,306.0,7.9,24.2,28.6,26.9,25.4,0.068,0.07,0.117,0.219,0,0,0,0.0,0,0.0,0,0.0,0.0,2,17,10,2023,1
15700,22.1,96.0,21.5,25.9,0.0,1012.4,988.2,23.666666666666668,9.0,15.0,1,0.1,5.5,5.9,328.0,317.0,7.35,23.9,28.4,26.9,25.4,0.068,0.07,0.117,0.219,0,0,0,0.0,0,0.0,0,0.0,0.0,3,17,10,2023,1
15701,22.433333333333334,96.0,21.5,26.1,0.0,1012.9,988.6,27.333333333333332,29.0,9.0,3,0.115,4.9,5.1,324.0,321.0,6.8,23.7,28.3,26.9,25.4,0.068,0.07,0.117,0.219,0,0,0,0.0,0,0.0,0,0.0,0.0,4,17,10,2023,1
15702,22.76666666666667,94.5,21.5,26.4,0.0,1013.1,988.9,31.0,34.0,1.0,0,0.13,3.8000000000000003,4.1,326.0,322.0,5.8,23.4,28.1,26.9,25.4,0.068,0.07,0.117,0.219,0,0,0,0.0,0,0.0,0,0.0,0.0,5,17,10,2023,1
15703,23.1,93.0,21.9,27.5,0.0,1013.5,989.3,17.0,18.0,0.0,0,0.21,2.7,4.1,323.0,315.0,5.4,23.4,27.9,26.9,25.4,0.068,0.07,0.117,0.219,31,14,17,113.4,31,110.1,1,637.98,0.0,6,17,10,2023,1
15704,25.25,83.0,22.1,30.1,0.0,1014.3,990.3,4.0,2.0,0.0,7,0.58,1.6,1.8,243.0,281.0,11.2,24.6,27.8,26.9,25.4,0.069,0.069,0.117,0.219,225,157,68,526.4,225,410.7,1,3600.0,0.0,7,17,10,2023,1
15705,27.4,73.0,22.1,31.8,0.0,1014.8,990.9,9.25,1.0,1.5,68,0.99,4.1,4.2,232.0,239.0,15.8,27.2,27.7,26.9,25.4,0.069,0.069,0.117,0.219,475,382,93,719.4,475,731.2,1,3600.0,0.0,8,17,10,2023,1
15706,29.4,63.0,21.6,34.1,0.0,1014.3,990.6,14.5,2.0,3.0,77,1.52,5.8,6.3,210.0,211.0,19.8,30.0,27.7,26.9,25.4,0.068,0.069,0.117,0.219,695,587,108,805.2,695,1003.9,1,3600.0,0.0,9,17,10,2023,1
15707,30.866666666666664,52.0,20.3,35.6,0.0,1013.5,989.75,19.75,5.0,13.0,19,2.16,8.7,10.1,185.0,182.0,24.5,32.5,27.8,26.9,25.4,0.067,0.069,0.117,0.218,836,712,124,810.3,836,1210.1,1,3600.0,0.0,10,17,10,2023,1
15708,32.33333333333333,44.0,19.1,36.6,0.0,1012.3,988.9,25.0,3.0,24.0,26,2.76,10.149999999999999,11.8,174.0,168.0,27.0,34.5,28.0,26.9,25.4,0.067,0.069,0.116,0.218,866,709,157,731.0,866,1335.7,1,3600.0,0.0,11,17,10,2023,1
15709,33.8,41.0,18.6,37.3,0.1,1010.9,987.6,31.0,0.0,34.0,34,3.13,11.6,14.0,173.0,168.0,29.5,36.1,28.3,26.9,25.4,0.067,0.069,0.116,0.218,906,725,181,727.5,906,1372.4,1,3600.0,0.0,12,17,10,2023,1
15710,32.36666666666667,45.0,19.6,36.2,0.2,1010.2,986.9,32.0,3.0,24.0,51,2.78,12.3,14.9,175.0,172.0,30.2,36.4,28.5,26.9,25.4,0.069,0.068,0.116,0.218,763,567,196,592.7,763,1317.5,1,3600.0,0.0,13,17,10,2023,1
15711,30.933333333333334,48.0,19.7,34.9,0.35,1010.3,986.9,85.0,6.0,29.0,94,2.53,10.9,18.2,208.0,207.0,33.1,36.3,28.8,26.9,25.4,0.071,0.068,0.116,0.218,755,610,145,715.1,755,1174.7,1,3600.0,0.0,14,17,10,2023,1
15712,29.5,60.0,20.8,32.4,0.5,1010.2,986.8499999999999,44.0,0.0,34.0,80,1.66,9.5,12.4,171.0,172.0,27.35,34.3,29.0,26.9,25.4,0.075,0.068,0.116,0.218,381,241,140,347.9,381,922.45,1,3600.0,0.0,15,17,10,2023,1
15713,28.85,55.0,20.3,33.2,0.0,1010.3,986.8,26.0,3.0,13.0,50,1.98,10.9,10.5,175.0,174.0,21.6,33.6,29.1,26.9,25.4,0.075,0.068,0.116,0.218,365,251,114,515.8,365,670.2,1,3600.0,0.0,16,17,10,2023,1
15714,28.2,63.0,20.4,30.5,0.0,1011.1,987.4,35.0,0.0,14.0,89,1.43,12.3,16.2,177.0,176.0,25.6,32.3,29.2,26.9,25.4,0.075,0.068,0.115,0.218,166,98,68,393.9,166,342.7,1,3600.0,0.0,17,17,10,2023,1
15715,26.75,72.0,20.9,29.6,0.0,1011.9,988.0,51.0,2.5,35.0,99,0.95,7.1,11.7,212.0,198.0,23.8,30.7,29.3,26.9,25.4,0.075,0.068,0.115,0.218,14,4,10,40.8,14,75.0,0,0.0,0.0,18,17,10,2023,1
15716,25.3,80.0,21.5,29.3,0.0,1013.1,989.1,38.0,5.0,5.0,100,0.66,6.199999999999999,8.6,247.0,248.0,13.7,30.4,29.5,26.9,25.4,0.072,0.069,0.116,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,19,17,10,2023,1
15717,24.7,85.0,22.1,29.0,0.0,1013.5,989.4,36.0,2.0,2.0,98,0.45,5.3,9.9,242.0,237.0,13.7,28.8,29.4,27.0,25.4,0.072,0.069,0.116,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,20,17,10,2023,1
15718,24.1,91.0,22.4,28.4,0.0,1014.4,990.2,34.0,3.0,5.0,95,0.26,4.4,9.6,279.0,257.0,10.8,27.5,29.4,27.0,25.4,0.072,0.069,0.116,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,21,17,10,2023,1
15719,23.5,93.0,22.3,27.9,0.0,1014.7,990.5,33.0,5.0,1.0,78,0.19,4.9,10.8,287.0,266.0,9.0,26.5,29.2,27.0,25.4,0.072,0.069,0.116,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,22,17,10,2023,1
15720,22.9,95.0,22.1,27.2,0.0,1014.3,990.1,32.0,10.0,0.0,96,0.14,4.6,11.2,288.0,268.0,8.6,25.8,29.1,27.0,25.4,0.072,0.069,0.116,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,23,17,10,2023,1
15721,22.3,95.0,21.5,26.3,0.0,1013.9,989.6,31.0,15.0,0.0,95,0.14,4.7,11.7,302.0,280.5,8.3,25.0,28.9,27.0,25.4,0.072,0.069,0.116,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,0,18,10,2023,2
15722,22.5,91.0,20.9,25.9,0.0,1013.4,989.2,23.0,20.0,0.0,18,0.25,6.1,12.1,320.0,293.0,10.1,24.6,28.8,27.0,25.4,0.072,0.069,0.116,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,1,18,10,2023,2
15723,22.7,88.0,20.6,25.9,0.0,1013.0,988.8,25.0,28.0,0.0,0,0.33,6.6,12.0,311.0,291.0,11.9,24.4,28.6,27.0,25.4,0.072,0.069,0.116,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,2,18,10,2023,2
15724,22.8,89.0,20.6,26.0,0.0,1012.9,988.7,17.0,21.0,0.0,0,0.34,6.6,10.9,299.0,287.0,12.2,24.3,28.4,27.0,25.4,0.072,0.069,0.116,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,3,18,10,2023,2
15725,22.450000000000003,90.0,20.6,25.8,0.0,1013.4,989.2,9.0,10.0,0.0,0,0.36000000000000004,5.9,10.2,314.5,293.0,13.925,24.1,28.2,27.0,25.4,0.072,0.069,0.116,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,4,18,10,2023,2
15726,22.1,90.0,20.3,25.3,0.0,1013.8,989.5,12.0,14.5,0.0,0,0.38,5.8,10.0,330.0,300.0,15.65,23.8,28.1,27.0,25.4,0.072,0.069,0.116,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,5,18,10,2023,2
15727,22.7,86.0,20.2,25.6,0.0,1014.2,990.0,40.0,19.0,0.0,76,0.4,4.9,9.8,317.0,298.0,17.375,23.8,27.9,27.0,25.4,0.072,0.069,0.116,0.218,29,12,17,96.5,29,206.45,1,444.23,0.0,6,18,10,2023,2
15728,24.5,79.0,20.7,28.2,0.0,1015.1,991.0,65.0,40.0,0.0,98,0.64,4.0,4.7,260.0,270.0,19.1,23.6,27.6,27.0,25.4,0.072,0.07,0.115,0.218,210,136,74,453.8,210,412.9,1,3600.0,0.0,7,18,10,2023,2
15729,26.0,74.0,21.1,29.4,0.0,1015.4,991.4,61.0,27.0,0.0,94,0.86,5.7,9.3,239.0,248.5,20.2,25.8,27.5,27.0,25.4,0.072,0.07,0.115,0.218,392,237,155,445.4,392,709.15,1,3600.0,0.0,8,18,10,2023,2
15730,27.9,68.0,21.4,32.1,0.0,1014.9,991.1,41.0,14.0,0.0,94,1.21,7.4,8.9,223.0,227.0,21.25,28.5,27.5,27.0,25.4,0.072,0.07,0.115,0.218,659,515,144,705.7,659,1005.4,1,3600.0,0.0,9,18,10,2023,2
15731,29.65,58.0,20.8,34.9,0.0,1014.1,990.4,38.0,11.5,5.0,99,1.76,8.2,7.7,221.0,221.0,22.3,31.3,27.6,27.0,25.4,0.071,0.07,0.115,0.218,826,651,175,740.5,826,1211.3,1,3600.0,0.0,10,18,10,2023,2
15732,31.4,51.0,20.1,36.3,0.2,1013.1,989.6,61.0,9.0,41.0,95,2.045,9.0,10.9,196.0,197.0,25.9,33.6,27.8,27.0,25.4,0.072,0.069,0.115,0.218,924,802,122,826.8,924,1336.6,1,3600.0,0.0,11,18,10,2023,2
15733,31.9,51.0,20.5,36.6,0.1,1011.9,988.4,59.0,5.0,41.0,100,2.33,9.0,10.8,185.0,202.0,26.3,34.8,28.0,27.0,25.4,0.072,0.069,0.114,0.218,862,667,195,669.5,862,1372.9,1,3600.0,0.0,12,18,10,2023,2
15734,32.1,52.0,20.9,36.0,0.0,1011.0,987.6,43.0,7.0,12.0,99,2.31,10.1,12.9,208.0,207.0,27.7,35.8,28.2,27.0,25.4,0.071,0.069,0.114,0.218,749,484,265,506.1,749,1317.7,1,3600.0,0.0,13,18,10,2023,2
15735,31.02857142857143,57.0,20.7,32.7,0.5,1010.8,987.2,100.0,31.0,86.0,78,1.82,11.2,13.8,230.0,231.0,29.2,35.3,28.5,27.0,25.4,0.075,0.069,0.114,0.218,563,321,242,376.5,563,1174.7,1,3600.0,0.0,14,18,10,2023,2
15736,29.95714285714286,63.0,20.8,32.3,0.8,1010.6,986.9,21.0,0.0,16.0,38,1.41,10.6,3.6,207.0,217.0,26.3,33.0,28.7,27.0,25.4,0.081,0.069,0.114,0.218,362,185,177,267.3,362,922.3,1,3600.0,0.0,15,18,10,2023,2
15737,28.885714285714286,59.0,20.2,31.5,0.1,1010.6,986.9,26.0,0.0,19.0,49,1.62,10.0,12.9,210.0,210.0,21.2,31.9,28.8,27.0,25.4,0.081,0.069,0.114,0.218,290,135,155,277.7,290,669.9,1,3600.0,0.0,16,18,10,2023,2
15738,27.814285714285717,59.0,19.6,31.1,0.05,1011.3,987.6,49.0,0.0,41.0,82,1.56,9.1,8.2,208.0,209.5,19.049999999999997,30.9,28.9,27.0,25.4,0.081,0.069,0.114,0.218,170,112,58,450.6,170,342.5,1,3600.0,0.0,17,18,10,2023,2
15739,26.742857142857144,67.0,19.9,29.2,0.0,1012.1,988.2,28.5,0.0,16.0,83,1.13,8.2,14.8,209.0,209.0,16.9,29.5,28.9,27.0,25.4,0.081,0.069,0.114,0.218,12,4,8,40.8,12,75.0,0,0.0,0.0,18,18,10,2023,2
15740,25.67142857142857,78.0,21.1,29.0,0.0,1013.2,989.2,8.0,0.0,10.0,18,0.7,7.049999999999999,9.4,260.0,247.0,15.5,30.3,29.3,27.0,25.4,0.07,0.07,0.115,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,19,18,10,2023,2
15741,24.6,85.0,21.9,29.0,0.0,1014.0,989.9,6.0,1.0,4.0,9,0.46,5.8999999999999995,3.0,311.0,253.5,12.866666666666667,28.8,29.3,27.0,25.4,0.07,0.07,0.115,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,20,18,10,2023,2
15742,24.0,86.0,21.6,28.2,0.0,1014.5,990.4,10.0,3.0,7.0,11,0.38,4.75,7.4,265.0,260.0,10.233333333333334,27.6,29.2,27.0,25.4,0.07,0.07,0.115,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,21,18,10,2023,2
15743,23.3,90.0,21.5,27.5,0.0,1014.6,990.4,20.0,0.0,1.0,5,0.3,3.6,7.6,315.0,266.5,7.6,26.6,29.1,27.0,25.4,0.07,0.07,0.115,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,22,18,10,2023,2
15744,22.4,91.5,21.3,26.2,0.0,1014.3,990.0,30.0,0.0,1.0,97,0.18,5.6,7.2,310.0,273.0,6.5,25.7,29.0,27.0,25.4,0.07,0.07,0.115,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,23,18,10,2023,2
15745,22.4,93.0,21.2,26.2,0.0,1013.8,989.5,27.0,0.0,1.0,83,0.2,5.35,11.1,306.0,283.0,7.9,24.9,28.8,27.0,25.4,0.07,0.07,0.115,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,0,19,10,2023,3
15746,22.166666666666664,95.0,21.2,25.9,0.0,1013.2,988.9,24.0,0.0,0.5,79,0.13,5.1,11.4,309.0,281.0,8.6,24.4,28.6,27.0,25.4,0.07,0.07,0.115,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,1,19,10,2023,3
15747,21.933333333333334,96.0,21.2,25.7,0.0,1013.1,988.8,62.0,39.5,0.0,93,0.09,4.2,9.8,301.0,287.0,8.3,24.0,28.5,27.0,25.4,0.07,0.07,0.115,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,2,19,10,2023,3
15748,21.7,98.0,21.3,25.7,0.0,1013.0,988.7,100.0,79.0,0.0,98,0.05,4.133333333333334,9.2,308.0,296.0,7.566666666666667,23.7,28.3,27.0,25.4,0.07,0.07,0.115,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,3,19,10,2023,3
15749,21.4,98.0,21.2,25.4,0.0,1013.2,988.9000000000001,100.0,84.0,0.0,95,0.04,4.066666666666666,7.1,319.0,300.0,6.833333333333333,23.5,28.1,27.1,25.4,0.07,0.07,0.115,0.218,0,0,0,0.0,0,0.0,0,0.0,0.0,4,19,10,2023,3
15750,21.1,97.0,20.6,24.7,0.0,1013.5,989.1,98.0,75.0,0.0,100,0.08,4.0,6.2,333.0,301.0,6.1,23.1,27.9,27.1,25.4,0.07,0.07,0.115,0.218,0,0,0,0.0,0,0.0,0,0.0,1.0,5,19,10,2023,3
15751,22.866666666666667,91.0,20.9,26.0,0.0,1013.7,989.5,93.0,70.0,0.0,100,0.25,5.4,6.8,274.5,302.0,9.7,23.2,27.7,27.1,25.4,0.07,0.07,0.115,0.218,30,13,17,103.9,30,112.4,1,542.74,0.0,6,19,10,2023,3
15752,24.633333333333333,83.0,21.5,28.9,0.0,1014.5,990.4,36.0,7.0,0.0,100,0.53,6.15,2.8,216.0,230.0,13.3,24.2,27.6,27.0,25.4,0.07,0.071,0.117,0.218,212,129,83,428.5,212,415.0,1,3600.0,0.0,7,19,10,2023,3
15753,26.4,74.0,21.5,30.0,0.0,1014.8,990.8,33.0,3.0,1.0,98,0.88,6.9,8.4,219.0,223.0,19.8,26.5,27.5,27.0,25.4,0.07,0.071,0.117,0.218,453,333,120,624.6,453,734.9,1,3600.0,0.0,8,19,10,2023,3
15754,28.2,65.0,21.0,32.2,0.0,1014.5,990.7,78.0,53.0,5.5,100,1.34,6.4,7.4,209.0,209.0,22.0,29.0,27.5,27.0,25.4,0.069,0.071,0.116,0.218,649,501,148,685.9,649,1006.9,1,3600.0,0.0,9,19,10,2023,3
15755,29.3,59.0,20.8,34.6,0.0,1013.9,990.2,40.0,5.0,10.0,99,1.74,6.5,7.6,199.0,199.0,22.0,31.6,27.6,27.0,25.4,0.069,0.07,0.116,0.218,798,542,256,616.3,798,1212.4,1,3600.0,0.0,10,19,10,2023,3
15756,30.4,52.0,20.0,35.8,0.0,1013.2,989.6,48.0,6.0,21.0,100,2.045,7.7,9.0,208.0,209.0,23.4,33.8,27.8,27.0,25.4,0.068,0.07,0.116,0.218,873,701,172,722.7,873,1337.3,1,3600.0,0.0,11,19,10,2023,3
15757,31.5,49.0,19.5,35.4,0.1,1012.2,988.7,44.0,3.0,20.0,98,2.35,9.0,10.6,205.0,208.0,24.8,35.1,28.0,27.0,25.4,0.068,0.07,0.116,0.218,819,627,192,629.5,819,1373.3,1,3600.0,0.0,12,19,10,2023,3
15758,32.0,48.0,19.3,36.8,0.1,1011.4,988.0,43.0,2.0,23.0,91,2.52,8.05,7.0,202.0,201.0,25.2,36.4,28.3,27.0,25.4,0.068,0.07,0.115,0.218,887,699,188,731.3,887,1317.8,1,3600.0,0.0,13,19,10,2023,3
15759,31.0,47.0,19.2,35.2,0.1,1010.6,987.2,34.0,4.0,13.0,77,2.51,7.1,8.2,204.0,203.0,21.6,36.6,28.5,27.0,25.4,0.068,0.07,0.115,0.218,690,504,186,591.6,690,1174.7,1,3600.0,0.0,14,19,10,2023,3
15760,30.0,46.0,19.1,34.4,0.0,1010.1,986.7,39.0,6.0,19.0,74,2.6,9.05,11.3,206.0,207.0,24.1,36.5,28.8,27.0,25.4,0.068,0.069,0.115,0.218,580,438,142,633.3,580,953.6,1,3600.0,0.0,15,19,10,2023,3
15761,29.0,50.0,19.2,32.8,0.2,1010.5,987.0,50.0,4.333333333333333,41.0,20,2.23,11.0,13.9,212.0,211.0,24.1,35.4,29.0,27.1,25.4,0.069,0.069,0.115,0.217,368,266,102,547.6,368,669.8,1,3600.0,0.0,16,19,10,2023,3
15762,28.0,61.5,21.2,31.4,0.1,1011.5,987.8,20.0,2.6666666666666665,27.0,8,1.37,10.8,14.5,210.0,210.0,26.3,33.4,29.2,27.1,25.4,0.069,0.069,0.115,0.217,152,92,60,370.4,152,342.4,1,3600.0,0.0,17,19,10,2023,3
15763,27.0,73.0,21.6,30.7,0.0,1012.4,988.5,22.0,1.0,35.0,1,0.98,7.1,10.2,240.0,238.0,21.6,31.5,29.3,27.1,25.4,0.069,0.069,0.115,0.217,13,4,9,40.9,13,74.9,0,0.0,0.0,18,19,10,2023,3
15764,25.9,78.0,21.7,30.0,0.0,1013.3,989.3,11.5,0.5,7.0,8,0.75,5.1,8.7,262.0,263.0,14.0,30.9,29.3,27.1,25.4,0.073,0.07,0.116,0.217,0,0,0,0.0,0,0.0,0,0.0,0.0,19,19,10,2023,3
15765,25.25,82.0,21.9,29.8,0.0,1013.8,989.8,1.0,0.0,1.0,0,0.63,3.8,7.5,319.0,325.0,9.4,29.4,29.3,27.1,25.4,0.073,0.07,0.116,0.217,0,0,0,0.0,0,0.0,0,0.0,0.0,20,19,10,2023,3
15766,24.6,86.0,22.1,29.0,0.0,1014.2,990.1,4.0,0.0,1.0,10,0.43,4.0,5.8,297.0,300.0,6.1,28.2,29.3,27.1,25.4,0.073,0.07,0.116,0.217,0,0,0,0.0,0,0.0,0,0.0,0.0,21,19,10,2023,3
15767,24.18,89.0,22.0,28.2,0.0,1014.3,990.2,23.0,0.0,2.0,74,0.36666666666666664,4.7,6.5,302.0,273.0,6.5,27.1,29.2,27.1,25.4,0.073,0.07,0.116,0.217,0,0,0,0.0,0,0.0,0,0.0,0.0,22,19,10,2023,3
